step,value,tag
4200,0.0003000000142492354,train/learning_rate
4800,0.0003000000142492354,train/learning_rate
5400,0.0003000000142492354,train/learning_rate
6000,0.0003000000142492354,train/learning_rate
6600,0.0003000000142492354,train/learning_rate
7200,0.0003000000142492354,train/learning_rate
7800,0.0003000000142492354,train/learning_rate
8400,0.0003000000142492354,train/learning_rate
9000,0.0003000000142492354,train/learning_rate
9600,0.0003000000142492354,train/learning_rate
10200,0.0003000000142492354,train/learning_rate
10800,0.0003000000142492354,train/learning_rate
11400,0.0003000000142492354,train/learning_rate
12000,0.0003000000142492354,train/learning_rate
12600,0.0003000000142492354,train/learning_rate
13200,0.0003000000142492354,train/learning_rate
13800,0.0003000000142492354,train/learning_rate
14400,0.0003000000142492354,train/learning_rate
15000,0.0003000000142492354,train/learning_rate
15600,0.0003000000142492354,train/learning_rate
